,1655561630000,1655561630509,B,19157,8432,Y
,1655561630000,1655561630509,B,19157,5000,Y
,1655561630000,1655561630509,B,19158,105,Y
,1655561630000,1655561630509,B,19158.5,5520,Y
,1655561630000,1655561630509,B,19159.5,628,Y
,1655561630000,1655561630509,B,19159.5,94368,Y
,1655561630000,1655561630509,B,19160,100,Y
,1655561630000,1655561630509,B,19161.5,150,Y
,1655561630000,1655561630509,B,19164,500,Y
,1655561630000,1655561630509,B,19164.5,150,Y
,1655561630000,1655561630509,B,19165,1000,Y
,1655561630000,1655561630509,B,19165,1700,Y
,1655561630000,1655561630509,B,19166.5,401,Y
,1655561630000,1655561630509,B,19167.5,484,Y
,1655561630000,1655561630509,B,19169,150,Y
,1655561630000,1655561630509,B,19169.5,13139,Y
,1655561630000,1655561630509,B,19170.5,108,Y
,1655561630000,1655561630509,B,19170.5,838,Y
,1655561630000,1655561630509,B,19170.5,6505,Y
,1655561630000,1655561630509,B,19170.5,5260,Y
,1655561630000,1655561630509,B,19170.5,1950,Y
,1655561630000,1655561630509,B,19170.5,4530,Y
,1655561630000,1655561630509,B,19170.5,15000,Y
,,1655561630510,B,2594132.0,0.00794022,C
,1655561630506,1655561630510,S,19206.34000000,0.20531000,I
,,1655561630517,B,2594338.0,0.008,C
,1655561630000,1655561630517,B,2591764,0.01268308,L
,,1655561630520,B,2594339.0,0.07205978,C
,1655561630000,1655561630524,B,2591764,0.03238872,L
,1655561630000,1655561630526,B,2591764,0.00731692,L
,,1655561630526,B,2594135.0,0.02,C
2351164380,1655561630451,1655561630530,B,2594076,0.04,F
2351164381,1655561630451,1655561630530,B,2594076,0.015,F
2351164382,1655561630451,1655561630530,B,2594076,0.06,F
2351164383,1655561630451,1655561630530,B,2594076,0.057,F
2351164384,1655561630451,1655561630530,B,2594131,0.003,F
2351164385,1655561630468,1655561630530,B,2594131,0.02,F
2351164386,1655561630468,1655561630530,B,2594131,0.017,F
2351164387,1655561630468,1655561630530,B,2594214,0.003,F
2351164388,1655561630468,1655561630530,B,2594214,0.012,F
2351164389,1655561630468,1655561630530,B,2594282,0.008,F
2351164390,1655561630468,1655561630530,B,2594282,0.04,F
2351164391,1655561630468,1655561630530,B,2594282,0.01,F
2351164392,1655561630477,1655561630530,B,2594282,0.01504771,F
2351164393,1655561630477,1655561630530,B,2594282,0.00495229,F
2351164394,1655561630477,1655561630530,B,2594282,0.06,F
2351164395,1655561630477,1655561630530,B,2594282,0.00803386,F
2351164396,1655561630477,1655561630530,B,2594284,0.03196614,F
2351164397,1655561630477,1655561630530,B,2594284,0.03,F
2351164398,1655561630477,1655561630530,B,2594284,0.01,F
2351164399,1655561630477,1655561630530,B,2594284,0.00105024,F
2351164400,1655561630477,1655561630530,B,2594284,0.03894976,F
,1655561630000,1655561630545,B,2591946,0.0721491,L
,1655561630000,1655561630550,B,2591990,0.12013516,L
,1655561630000,1655561630552,B,2591764,0.01291444,L
,1655561630000,1655561630553,B,2591993,0.004,L
,,1655561630565,B,2594659.0,0.0169,C
,,1655561630568,B,2594339.0,0.01194022,C
,1655561630000,1655561630571,B,2592315,0.05848556,L
,1655561630000,1655561630574,B,2592042,0.14848556,L
,1655561630000,1655561630580,B,2592042,0.00151444,L
,1655561630459,1655561630581,B,19157,0.4887,T
,1655561630459,1655561630581,B,19157,0.2515,T
,1655561630460,1655561630581,B,19157,0.3481,T
,1655561630460,1655561630581,B,19157,0.01,T
,1655561630460,1655561630581,B,19157,0.0052,T
,1655561630460,1655561630581,B,19157,0.3659,T
,1655561630461,1655561630581,B,19157,0.4173,T
,1655561630469,1655561630581,B,19158,0.2776,T
,1655561630470,1655561630581,B,19158,0.7224,T
,1655561630470,1655561630581,B,19158,0.2638,T
,1655561630472,1655561630581,B,19160,0.2871,T
,1655561630476,1655561630581,B,19160,0.2129,T
,1655561630476,1655561630581,B,19160,0.0742,T
,1655561630478,1655561630581,B,19160,0.2129,T
,1655561630478,1655561630581,B,19160,0.0742,T
,1655561630479,1655561630581,B,19160,0.2129,T
,1655561630479,1655561630581,B,19162,0.0742,T
,1655561630000,1655561630589,B,2592315,0.002,L
,1655561630000,1655561630595,B,2592315,0.004,L
2351163241,1655561630512,1655561630604,B,2592601,0.03,f
,1655561630000,1655561630609,B,19170.5,1028,Y
,1655561630000,1655561630609,B,19170.5,278,Y
,1655561630000,1655561630609,B,19170.5,3790,Y
,1655561630000,1655561630609,S,19170,17561,Y
,1655561630000,1655561630609,S,19170,5000,Y
,1655561630000,1655561630609,S,19170,19700,Y
,,1655561630609,B,2595000.0,0.0105125,C
2351163242,1655561630553,1655561630618,B,2592616,0.01,f
,1655561630000,1655561630621,B,2591764,0.02,L
,,1655561630626,B,2595467.0,0.04,C
,,1655561630630,B,2595467.0,0.00521385,C
,,1655561630630,B,2595000.0,0.00478615,C
,1655561630000,1655561630637,B,2592315,0.0074404,L
,,1655561630639,B,2595467.0,0.02,C
,1655561630000,1655561630641,B,2591764,0.0125596,L
2351164401,1655561630597,1655561630654,B,2593849,0.01,F
2351164402,1655561630597,1655561630654,B,2594284,0.02976303,F
2351164403,1655561630597,1655561630654,B,2594311,0.02,F
2351164404,1655561630597,1655561630654,B,2594348,0.05023697,F
2351164405,1655561630597,1655561630654,B,2594348,0.00976303,F
2351164406,1655561630597,1655561630654,B,2594367,0.02023697,F
2351164407,1655561630614,1655561630654,B,2594367,0.01976303,F
2351164408,1655561630614,1655561630654,B,2594372,0.05023697,F
2351164409,1655561630614,1655561630654,B,2594372,0.04976303,F
2351164410,1655561630614,1655561630654,B,2594392,0.011,F
2351164411,1655561630614,1655561630654,B,2594430,0.00823697,F
2351164412,1655561630614,1655561630654,B,2594430,0.02,F
2351164413,1655561630614,1655561630654,B,2594430,0.01176303,F
2351164414,1655561630614,1655561630654,B,2594474,0.00823697,F
2351164415,1655561630614,1655561630654,B,2594474,0.02,F
2351164416,1655561630614,1655561630654,B,2594474,0.01176303,F
2351164417,1655561630614,1655561630654,B,2594483,0.00823697,F
,1655561630000,1655561630663,B,2592315,0.01,L
,,1655561630664,B,2595467.0,0.01,C
,1655561630000,1655561630666,B,2592315,0.00281404,L
,1655561630000,1655561630669,B,2592368,0.002,L
,1655561630670,1655561630673,B,19204.89000000,0.05000000,I
,1655561630670,1655561630674,B,19204.89000000,0.00200000,I
,1655561630000,1655561630675,B,2592847,0.00318596,L
,1655561630676,1655561630679,B,19204.89000000,0.00061000,I
,1655561630677,1655561630681,B,19204.89000000,0.05200000,I
,1655561630000,1655561630683,B,2592847,0.01244338,L
,,1655561630685,B,2595467.0,0.02478615,C
,1655561630682,1655561630685,B,19204.89000000,0.08600000,I
2351164418,1655561630629,1655561630686,B,2594490,0.05504496,F
2351164419,1655561630629,1655561630686,B,2594508,0.01,F
2351164420,1655561630629,1655561630686,B,2594619,0.01495504,F
2351164421,1655561630629,1655561630686,B,2594640,0.02,F
2351164422,1655561630629,1655561630686,B,2594699,0.02,F
2351164423,1655561630629,1655561630686,B,2594748,0.02,F
2351164424,1655561630629,1655561630686,B,2594772,0.01,F
,,1655561630690,S,2594820.0,0.00876022,C
,1655561630690,1655561630692,B,19204.89000000,0.09800000,I
,,1655561630692,S,2594942.0,0.014,C
,1655561630000,1655561630693,B,2592862,0.00755662,L
,1655561630610,1655561630697,B,19162,0.0483,T
,1655561630610,1655561630697,B,19163,0.2531,T
,1655561630614,1655561630697,B,19163,0.034,T
,1655561630614,1655561630697,B,19163,0.2,T
,1655561630614,1655561630697,B,19163,0.05,T
,1655561630614,1655561630697,B,19164,0.0174,T
,1655561630616,1655561630697,B,19164,0.2871,T
,1655561630618,1655561630697,B,19164,0.108,T
,1655561630622,1655561630697,B,19164,0.0205,T
,1655561630622,1655561630697,B,19166,0.0367,T
,1655561630622,1655561630698,B,19166,0.2308,T
,1655561630623,1655561630698,B,19166,0.348,T
,1655561630000,1655561630704,B,2592862,0.006,L
,1655561630708,1655561630711,B,19204.89000000,0.07000000,I
,,1655561630713,S,2594949.0,0.02115978,C
,,1655561630716,B,2595468.0,0.03521385,C
,1655561630000,1655561630717,B,2592862,0.008,L
,1655561630000,1655561630718,B,2592862,0.002,L
,,1655561630719,B,2595283.0,0.03,C
,,1655561630726,B,2595283.0,0.03,C
,1655561630000,1655561630728,B,2592864,0.01895788,L
,1655561630000,1655561630732,B,2592862,0.00944338,L
,1655561630000,1655561630733,B,2592897,0.07159874,L
,1655561630000,1655561630745,S,2592041,0.05266584,L
,,1655561630753,S,2594820.0,0.008,C
,1655561630752,1655561630756,S,19204.88000000,0.00540000,I
,1655561630752,1655561630756,S,19204.05000000,0.00104000,I
,1655561630752,1655561630756,S,19203.26000000,0.00800000,I
,1655561630752,1655561630756,S,19202.51000000,0.02830000,I
,1655561630752,1655561630757,S,19202.51000000,0.00623000,I
,,1655561630757,B,2595283.0,0.03,C
,1655561630000,1655561630765,B,2592897,0.06,L
,1655561630000,1655561630769,B,2593371,0.002,L
